Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Acceleration (mph/s),Fuel rate (gal/hr),Instant fuel economy (MPG)
165.955,36.07843,26.27451,62.6,29.8254,63.52941,2583.884,165.2,1294.75,74.90196,1306.79,0.9907925,69.8,29.5301,7.8125,1.369305,37.90364,1.130800728,0.9146608,41.44011
167.054,82.74509,36.47059,62.6,29.8254,99.21568,3797.571,165.2,1749.75,74.90196,1911.597,0.995703,69.8,29.2348,7.8125,2.177658,36.6609,1.096857899,1.45968,25.11571
168.187,87.45098,47.45098,62.6,29.8254,98.82353,3797.571,165.2,1799.5,74.90196,1946.406,0.9945135,68,29.5301,7.8125,4.324887,36.6609,0,2.884667,12.70889
169.127,90.19608,58.03922,62.6,29.8254,99.60784,4057.436,165.2,1876.75,74.90196,2040.681,0.992592,68,29.5301,7.8125,5.170284,37.90364,-1.084415358,3.452665,10.97808
170.273,51.76471,25.4902,62.6,29.8254,49.01961,2309.254,165.2,1902.5,89.41177,1093.585,0.9909145,68,28.05359,7.8125,2.848419,38.52501,-0.560297565,1.905828,20.21432
171.382,44.31372,25.09804,62.6,29.8254,47.45098,2276.771,165.2,1937.25,89.41177,1124.042,0.991494,68,26.87239,7.8125,2.078433,39.14639,-0.527935429,1.392998,28.10225
172.559,41.17647,24.31373,62.6,29.8254,45.09804,2294.489,165.2,1744.5,89.41177,1345.95,0.9913415,66.2,26.57709,7.8125,2.020221,39.76776,-0.54410683,1.353192,29.38811
173.701,40.39216,9.411765,62.6,29.8254,25.09804,885.903,165.2,1365.5,89.41177,558.3953,0.993141,66.2,6.201321,8.59375,0.813645,41.0105,-1.316461864,0.5450826,75.23721
174.645,10.98039,11.37255,62.6,29.8254,12.54902,885.903,165.2,1280.25,89.41177,583.0517,1.000003,66.2,5.610719,8.59375,0.269892,39.14639,1.849315476,0.1804803,216.9012
175.653,10.19608,11.37255,62.6,29.8254,12.54902,885.903,165.2,1172,89.41177,603.357,1.000003,66.2,5.610719,8.59375,0.265923,36.03953,3.138242424,0.1766058,204.0676
176.643,10.19608,11.37255,62.6,29.8254,12.94118,885.903,165.2,1122.75,89.41177,612.0593,1.000003,68,5.90602,8.59375,0.231525,34.17542,1.896347915,0.1537613,222.2628
177.626,10.58823,11.37255,62.6,29.8254,13.33333,885.903,165.2,1302,89.41177,628.0134,1.000003,68,5.020117,8.59375,0.227556,32.3113,1.960168244,0.1511254,213.8046
178.577,11.37255,11.76471,62.6,29.8254,12.15686,885.903,165.2,1365,89.41177,638.166,1.000003,68,5.315418,8.59375,0.29106,29.82582,2.193715799,0.1932999,154.2981
179.71,10.19608,11.37255,62.6,29.8254,12.15686,885.903,165.2,1179.25,89.41177,646.8683,1.000003,68,5.610719,8.59375,0.256662,27.34033,1.859005236,0.1704554,160.3958
181.047,9.803922,11.37255,62.6,29.8254,13.33333,885.903,168.8,1001.75,92.94118,657.0209,1.000003,68,6.201321,8.59375,0.218295,23.6121,3.530520833,0.1449749,162.8703
182.103,11.37255,11.37255,62.6,29.8254,13.33333,885.903,168.8,1117.5,92.94118,667.1736,1.000003,68,5.610719,8.59375,0.234171,18.64114,5.243628692,0.1555186,119.8644
183.051,10.58823,10.98039,62.6,29.8254,14.11765,885.903,168.8,933.25,92.94118,671.5247,1.000003,68,6.496622,8.59375,0.226233,15.53428,2.987365385,0.1502468,103.3918
184.091,11.76471,16.86275,62.6,29.8254,23.52941,912.4801,168.8,762.5,92.94118,398.8538,1.000003,68,11.81204,8.59375,0.169344,11.80605,3.903905759,0.1124654,104.975
185.046,24.31373,13.72549,62.6,29.8254,40.39216,1181.204,168.8,691.75,92.94118,603.357,0.905667,69.8,12.99324,8.59375,0.58212,8.077826,3.284778855,0.3865998,20.89454
186.181,25.88235,13.33333,62.6,29.8254,43.52941,1317.042,168.8,658.25,92.94118,657.0209,0.905606,69.8,16.24155,8.59375,0.457758,4.97097,2.970225621,0.3356743,14.80891
187.227,27.45098,12.94118,62.6,29.8254,43.52941,1319.995,168.8,652.75,92.94118,677.3262,0.904569,69.8,16.24155,8.59375,0.443205,1.864114,2.928233742,0.3250245,5.735302
188.288,26.66667,12.94118,62.6,29.8254,41.96078,1246.17,168.8,632.25,92.94118,587.4028,0.905179,69.8,15.06035,8.59375,0.452466,0.6213712,1.080645913,0.3321964,1.870493
189.438,25.88235,12.54902,62.6,29.8254,41.17647,1222.546,168.8,626.75,92.94118,583.0517,0.905179,69.8,15.35565,8.59375,0.381024,0,0.640588866,0.2795558,0
190.408,25.88235,12.54902,62.6,29.8254,41.96078,1252.076,168.8,617.75,92.94118,638.166,0.905179,69.8,15.06035,8.59375,0.407484,0,0,0.2989694,0
191.653,25.09804,12.15686,62.6,29.8254,38.43137,1113.285,168.8,594,78.03922,552.5938,0.905179,69.8,13.58385,8.59375,0.366471,0,0,0.2688783,0
192.742,21.56863,12.15686,62.6,29.8254,35.68628,1024.694,168.8,575.5,78.03922,523.5862,0.905179,69.8,13.58385,8.59375,0.306936,0,0,0.2251977,0
193.835,21.96078,12.54902,62.6,29.8254,36.07843,1051.272,168.8,583.5,78.03922,498.9298,0.905179,69.8,13.58385,8.59375,0.302967,0,0,0.2222857,0
194.778,21.56863,12.15686,62.6,29.8254,35.68628,1024.694,168.8,580.25,78.03922,488.7772,0.905179,69.8,13.58385,8.59375,0.309582,0,0,0.2271391,0
195.768,21.17647,11.76471,62.6,29.8254,34.11765,989.2584,168.8,574.75,78.03922,503.2809,0.9952455,69.8,12.99324,8.59375,0.292383,0,0,0.2145203,0
196.763,20.39216,11.76471,62.6,29.8254,34.11765,989.2584,168.8,572.25,78.03922,474.2734,0.9952455,69.8,12.99324,8.59375,0.268569,0,0,0.1792158,0
197.784,20,11.76471,62.6,29.8254,32.94118,956.7753,168.8,561.25,78.03922,453.9681,0.9952455,69.8,14.17445,7.8125,0.23814,0,0,0.1589106,0
198.742,32.54902,14.5098,62.6,29.8254,44.31372,1677.31,168.8,996.75,78.03922,979.0047,0.992836,69.8,25.39589,7.8125,0.375732,0,0,0.2507256,0
199.662,52.15686,24.70588,62.6,29.8254,60,2784.688,168.8,1644.25,78.03922,1366.255,0.9915855,69.8,27.16769,7.8125,1.596861,2.485485,-2.170729258,1.06817,2.326863
200.807,59.21569,28.23529,62.6,29.8254,66.27451,3714.886,168.8,2229.75,78.03922,1821.674,0.99369,69.8,26.57709,7.8125,2.542806,6.835083,-3.390177708,1.703075,4.013378
202.09,57.64706,29.41176,62.6,29.8254,64.70588,3954.08,170.6,1728.25,66.66666,1866.636,0.994727,68,29.2348,7.8125,3.459645,12.42742,-5.471954012,2.312231,5.374645
203.112,89.80392,45.88235,62.6,29.8254,98.43137,4429.515,170.6,2054.5,66.66666,2134.956,0.995215,68,29.5301,7.8125,4.883193,17.39839,-4.490487805,3.260248,5.336524
204.219,92.54902,40.78431,62.6,29.8254,94.5098,4429.515,170.6,2511.5,66.66666,2219.077,0.9912195,68,28.6442,7.8125,5.162346,21.74799,-4.214728682,3.444934,6.313036
205.251,88.23529,34.90196,62.6,29.8254,79.21568,4429.515,170.6,2963.75,66.66666,2114.65,0.989908,68,28.6442,7.8125,6.617646,26.71896,-5.199759414,4.433885,6.026084
206.207,93.72549,48.62745,62.6,29.8254,98.82353,4429.515,170.6,2300,66.66666,2204.574,0.991372,64.4,28.6442,7.8125,5.350212,30.44719,-3.82775154,3.589441,8.482431
207.181,76.47059,27.84314,62.6,29.8254,62.35294,3198.11,170.6,2456.5,66.66666,1208.164,0.9909755,64.4,25.39589,7.8125,5.417685,33.55404,-2.837305936,3.629341,9.245216
208.276,60.78431,29.41176,62.6,29.8254,69.01961,3419.586,170.6,1772,66.66666,1649.079,0.992897,64.4,28.05359,7.8125,3.488751,35.41816,-1.747066542,2.338071,15.14845
209.343,73.33334,31.37255,62.6,29.8254,83.52941,3983.611,170.6,1861.25,66.66666,1886.941,0.9956725,64.4,27.16769,7.8125,2.927799,36.6609,-1.045197645,1.958338,18.72041
210.532,63.13726,27.45098,62.6,29.8254,68.62745,3555.424,170.6,1918,66.66666,1316.943,0.9937815,64.4,26.28179,7.8125,2.859003,38.52501,-1.962221053,1.906992,20.20198
211.482,33.72549,28.62745,62.6,29.8254,46.66667,2353.549,170.6,1617.25,66.66666,1331.446,0.9936595,64.4,26.57709,7.8125,1.061046,39.76776,-1.139092576,0.709078,56.08376
212.573,53.33333,23.52941,62.6,29.8254,59.60784,2696.098,170.6,1427.5,83.92157,1302.439,0.9933545,64.4,27.46299,7.8125,1.976562,40.38913,-0.579636194,1.321063,30.5732
213.645,63.13726,25.4902,62.6,29.8254,70.58823,2849.655,170.6,1449.75,83.92157,1440.225,0.993873,64.4,26.87239,7.8125,2.157813,41.0105,-0.475416985,1.442647,28.42725
214.952,62.7451,25.09804,62.6,29.8254,67.45098,2870.326,170.6,1478.5,83.92157,1366.255,0.993568,64.4,27.16769,7.8125,2.157813,41.63187,-0.553805704,1.441895,28.87303
216.074,57.64706,24.31373,62.6,29.8254,62.35294,2826.031,170.6,1514.5,83.92157,1376.408,0.993202,64.4,26.28179,7.8125,2.029482,42.87461,-1.028758278,1.356558,31.60545
217.282,55.29412,24.70588,62.6,29.8254,61.96078,2837.843,170.6,1534.25,83.92157,1390.912,0.993141,64.4,27.16769,7.8125,1.917027,43.49598,-0.485445313,1.281862,33.93187
218.562,53.33333,23.92157,62.6,29.8254,58.82353,2660.662,170.6,1548.5,83.92157,1103.737,0.993263,64.4,26.87239,7.8125,1.976562,44.11736,-0.527039864,1.321753,33.37792
219.741,41.17647,20.39216,62.6,29.8254,43.13726,2019.859,170.6,1557,83.92157,1034.119,0.991799,66.2,26.57709,7.8125,1.52145,44.73873,-0.720011587,1.017288,43.97841
220.604,37.2549,17.2549,62.6,29.8254,38.82353,1712.746,170.6,1557,83.92157,800.6083,0.9906705,66.2,21.55697,7.8125,1.308447,45.3601,-0.528825532,0.8761594,51.77151
221.779,31.37255,20,62.6,29.8254,37.64706,1697.981,170.6,1345,83.92157,876.028,0.9921345,66.2,24.50998,7.8125,1.070307,45.3601,0,0.7175131,63.2185
223.02,32.94118,17.64706,62.6,29.8254,38.43137,1674.357,170.6,1329.75,83.92157,820.9136,0.9908535,66.2,24.50998,7.8125,0.997542,44.73873,0.4397523,0.667746,66.99961
224.433,32.94118,17.64706,62.6,29.8254,39.21569,1700.934,176,1319.5,77.64706,845.57,0.9909755,66.2,25.10059,7.8125,0.969759,44.73873,0,0.6499876,68.83012
225.592,33.72549,18.03922,62.6,29.8254,38.82353,1689.122,176,1326,77.64706,816.5624,0.9908535,66.2,25.39589,7.8125,1.000188,44.73873,0,0.6703002,66.74431
226.604,33.33333,17.64706,62.6,29.8254,38.82353,1695.028,176,1323.25,77.64706,870.2264,0.9908535,66.2,24.80528,7.8125,1.199961,44.73873,0,0.804282,55.62567
227.625,33.33333,17.64706,62.6,29.8254,38.82353,1700.934,176,1320.25,77.64706,825.2647,0.9908535,66.2,25.39589,7.8125,0.980343,44.73873,0,0.6570815,68.08702
228.819,33.33333,13.33333,62.6,29.8254,33.33333,1370.197,176,1298.75,77.64706,612.0593,0.9907925,66.2,12.40264,7.8125,0.99225,44.73873,0,0.6650623,67.26997
229.728,14.11765,12.94118,62.6,29.8254,16.07843,885.903,176,1285.75,77.64706,433.6628,0.995825,66.2,8.563729,7.8125,0.162729,44.73873,0,0.1090769,410.1575
230.753,13.72549,12.94118,62.6,29.8254,16.07843,885.903,176,1284.75,77.64706,433.6628,0.995581,66.2,8.563729,7.8125,0.388962,44.11736,0.540321739,0.2594029,170.0727
231.903,13.72549,12.54902,62.6,29.8254,16.07843,885.903,176,1266.25,77.64706,424.9606,0.9956115,66.2,9.744933,7.8125,0.374409,43.49598,0.525257819,0.2497585,174.1521
233.086,15.68627,12.94118,62.6,29.8254,18.43137,885.903,176,1253.25,77.64706,429.3117,0.995642,68,9.744933,7.8125,0.416745,42.87461,0.710137143,0.2779913,154.2301
233.961,21.56863,14.11765,62.6,29.8254,25.88235,1045.366,176,1265.25,77.64706,538.09,0.995276,68,16.83216,7.8125,0.710451,42.87461,0,0.4738944,90.47292
235.06,29.01961,18.03922,62.6,29.8254,34.90196,1582.813,176,1256,78.03922,825.2647,0.9925005,68,25.98649,7.8125,0.883764,42.25324,0.594043977,0.5897167,71.65006
236.106,37.2549,20.39216,62.6,29.8254,45.09804,1937.175,176,1253.5,78.03922,994.9589,0.991006,68,27.46299,7.8125,1.11132,42.25324,0,0.7436337,56.81997
237.123,38.03922,20.78431,62.6,29.8254,44.70588,1940.128,176,1259.5,78.03922,949.9972,0.9910365,66.2,27.75829,7.8125,1.094121,42.87461,-0.565395814,0.7332292,58.47369
238.222,37.2549,18.82353,62.6,29.8254,41.96078,1745.229,176,1256.75,78.03922,841.2189,0.9909755,66.2,26.87239,7.8125,1.096767,42.87461,0,0.7349798,58.33441
239.242,37.64706,20.39216,62.6,29.8254,43.52941,1807.242,176,1254.25,78.03922,860.0738,0.9909755,66.2,24.50998,7.8125,1.091475,42.87461,0,0.7314785,58.61364
240.342,27.45098,10.58823,62.6,29.8254,27.84314,1071.943,176,1250.75,78.03922,503.2809,0.9918905,66.2,14.17445,7.8125,0.46305,42.87461,0,0.3103242,138.1607
241.59,25.88235,22.35294,62.6,29.8254,40,1907.644,176,1266.75,78.03922,1048.623,0.9940255,66.2,28.6442,7.8125,0.72765,42.87461,0,0.4872025,88.00163
242.53,50.19608,24.31373,62.6,29.8254,58.43137,2356.502,176,1271.75,78.03922,1142.897,0.9920735,66.2,27.16769,7.8125,1.539972,42.87461,0,1.028883,41.67103
243.763,46.27451,21.96078,62.6,29.8254,53.72549,2262.006,176,1285.25,78.03922,1177.706,0.9920735,66.2,27.46299,7.8125,1.33623,43.49598,-0.392526848,0.8945159,48.62517
245.346,47.05882,21.17647,62.6,29.8254,52.94118,2273.818,176,1293.75,78.03922,1128.394,0.992165,66.2,26.28179,7.8125,1.411641,43.49598,0,0.9449984,46.02757
246.543,42.7451,21.17647,62.6,29.8254,49.80392,2161.603,179.6,1305.75,70.98039,1048.623,0.9917075,66.2,26.87239,7.8125,1.426194,44.11736,-0.486212833,0.9546527,46.21299
247.821,38.82353,12.54902,62.6,29.8254,36.07843,1441.069,179.6,1302.75,70.98039,628.0134,0.9914025,66.2,13.58385,7.8125,1.189377,44.73873,-0.492759715,0.7965015,56.16904
249.082,12.54902,11.76471,62.6,29.8254,11.76471,885.903,179.6,1269.75,70.98039,453.9681,0.995642,66.2,7.382525,7.8125,0.128331,44.11736,0.542681223,0.08596709,513.1888
250.227,23.52941,16.86275,62.6,29.8254,34.11765,1553.283,179.6,1275.25,70.98039,935.4934,0.904874,66.2,28.3489,7.8125,0.944622,43.49598,0.514387417,0.6300942,69.03091
251.435,41.96078,27.05882,62.6,29.8254,51.76471,2214.758,179.6,1280.25,70.98039,1093.585,0.9909755,66.2,28.9395,7.8125,1.550556,43.49598,0,1.13802,38.22075
252.562,44.31372,25.4902,62.6,29.8254,51.37255,2208.852,179.6,1295,70.98039,1044.272,0.9910975,66.2,26.87239,7.8125,1.41561,44.11736,-0.530640478,0.9487054,46.50269
253.733,28.62745,11.76471,62.6,29.8254,30.58824,1151.674,179.6,1287.75,70.98039,484.4261,0.9901825,66.2,11.22144,7.8125,0.772632,44.11736,0,0.5177343,85.21233
254.684,19.21569,15.68627,62.6,29.8254,25.4902,1071.943,179.6,1278.75,70.98039,578.7006,0.995459,66.2,16.24155,7.8125,1.055754,44.11736,0,0.7081058,62.30334
256.074,26.27451,15.68627,62.6,29.8254,31.37255,1352.479,179.6,1276.25,70.98039,662.8224,0.992897,66.2,19.48987,7.8125,0.812322,43.49598,0.679846827,0.5419454,80.25898
256.988,34.5098,18.82353,62.6,29.8254,40,1706.84,179.6,1269,70.98039,845.57,0.990152,66.2,27.16769,7.8125,1.244943,43.49598,0,0.8327141,52.23399
258.239,46.27451,25.4902,62.6,29.8254,50.98039,2013.953,179.6,1259,83.92157,791.9061,0.988261,66.2,11.22144,8.59375,1.411641,43.49598,0,0.9468323,45.93842
259.257,13.33333,11.37255,62.6,29.8254,13.33333,885.903,179.6,1146.25,83.92157,568.5479,1.000003,66.2,6.201321,8.59375,0.075411,42.87461,0.536588946,0.05067733,846.0314
260.415,11.37255,11.76471,62.6,29.8254,12.94118,885.903,179.6,1215.5,83.92157,587.4028,1.000003,68,5.610719,8.59375,0.216972,38.52501,4.456557377,0.1440963,267.356
261.391,10.19608,11.37255,62.6,29.8254,12.54902,885.903,179.6,1148.5,83.92157,597.5555,1.000003,68,5.610719,8.59375,0.231525,34.17542,4.268488714,0.1537613,222.2628
262.41,11.37255,12.15686,62.6,29.8254,12.94118,885.903,179.6,1413,83.92157,607.7081,1.000003,68,5.020117,8.59375,0.240786,31.06856,3.10686,0.1599118,194.2857
263.41,10.58823,11.76471,62.6,29.8254,12.15686,885.903,179.6,1366.75,83.92157,617.8608,1.000003,68,5.610719,8.59375,0.268569,29.20445,1.511849148,0.1783631,163.7359
264.643,10.58823,11.76471,62.6,29.8254,12.15686,885.903,179.6,1317.25,83.92157,622.2119,1.000003,68,5.315418,8.59375,0.261954,28.58307,0.647270833,0.1739699,164.2989
265.603,10.19608,11.37255,62.6,29.8254,12.15686,885.903,179.6,1179,83.92157,632.3646,1.000003,68,5.610719,8.59375,0.242109,26.71896,1.729230056,0.1607904,166.1726
266.681,10.19608,11.37255,62.6,29.8254,12.54902,885.903,179.6,1047.5,83.92157,638.166,1.000003,68,6.201321,8.59375,0.22491,24.23348,2.305640074,0.1493681,162.2399
267.759,10.58823,11.37255,62.6,29.8254,13.33333,885.903,179.6,1262.75,83.92157,642.5172,1.000003,68,5.315418,8.59375,0.201096,21.12662,2.523850528,0.1335527,158.1894
268.99,10.58823,11.37255,62.6,29.8254,12.15686,885.903,177.8,1194.5,87.05882,652.6698,1.000003,68,5.610719,8.59375,0.252693,18.64114,2.597157785,0.1678195,111.0785
269.947,10.58823,11.37255,62.6,29.8254,12.94118,885.903,177.8,1128.75,87.05882,662.8224,1.000003,68,5.610719,8.59375,0.231525,16.77702,1.707069597,0.1537613,109.1108
271.039,10.58823,11.37255,62.6,29.8254,13.33333,885.903,177.8,1056.25,87.05882,667.1736,1.000003,68,5.90602,8.59375,0.223587,16.15565,0.48734902,0.1484895,108.8
272.314,10.58823,10.98039,62.6,29.8254,13.72549,885.903,177.8,988.5,87.05882,671.5247,1.000003,68,6.201321,8.59375,0.201096,14.91291,0.994192,0.1335527,111.6631
273.564,10.98039,10.98039,62.6,29.8254,14.90196,885.903,177.8,924.5,87.05882,677.3262,1.000003,69.8,6.201321,8.59375,0.186543,13.67017,1.199555985,0.1238877,110.3432
274.6,11.37255,10.58823,62.6,29.8254,16.07843,885.903,177.8,843.5,87.05882,681.6774,1.000003,69.8,6.496622,8.59375,0.168021,12.42742,1.044327731,0.1115868,111.37
275.79,16.47059,13.33333,62.6,29.8254,27.05882,894.762,177.8,797.25,87.05882,468.4719,0.9053925,69.8,15.06035,8.59375,0.179928,11.80605,0.590655894,0.1194945,98.79997
276.842,25.4902,14.90196,62.6,29.8254,38.82353,1346.573,177.8,793.75,87.05882,741.1428,0.903776,69.8,16.24155,8.59375,0.612549,7.456454,3.536256911,0.4493188,16.59502
278.072,30.98039,14.5098,62.6,29.8254,45.09804,1559.189,177.8,815.25,87.05882,751.2955,0.9030135,69.8,17.12746,8.59375,0.683991,4.349598,3.186518974,0.5026206,8.653841
279.047,29.80392,14.5098,62.6,29.8254,42.7451,1452.881,177.8,819.75,87.05882,736.7917,0.90341,69.8,16.24155,8.59375,0.63504,2.485485,1.646742933,0.4670437,5.321739
280.179,29.01961,14.11765,62.6,29.8254,41.56863,1399.727,177.8,820.75,83.92157,701.9827,0.905179,69.8,16.24155,8.59375,0.628425,0.6213712,1.64383933,0.4619758,1.34503
281.313,27.84314,14.11765,62.6,29.8254,40,1343.62,177.8,809,83.92157,638.166,0.905179,69.8,15.65095,8.59375,0.594027,0,0.523480371,0.4358353,0
282.5,27.05882,14.11765,62.6,29.8254,39.21569,1308.183,177.8,815,83.92157,622.2119,0.905179,68,15.65095,8.59375,0.56889,0,0,0.4173924,0
283.49,23.13725,12.54902,62.6,29.8254,33.33333,977.4463,177.8,643.75,83.92157,474.2734,0.905179,68,12.99324,8.59375,0.461727,0,0,0.3387673,0
284.557,19.21569,12.15686,62.6,29.8254,30.98039,912.4801,177.8,588,83.92157,433.6628,0.905179,68,12.69794,8.59375,0.292383,0,0,0.2145203,0
285.732,19.21569,11.76471,62.6,29.8254,32.54902,944.9632,177.8,562.5,83.92157,493.1283,0.905179,68,13.28854,8.59375,0.280476,0,0,0.2057841,0
286.946,20.78431,11.37255,62.6,29.8254,33.33333,974.4933,177.8,548,83.92157,498.9298,0.905179,69.8,12.99324,8.59375,0.298998,0,0,0.2193737,0
288.052,19.60784,11.76471,62.6,29.8254,32.15686,930.1981,177.8,556.5,83.92157,449.617,0.9952455,69.8,12.69794,8.59375,0.280476,0,0,0.2057841,0
289.04,19.60784,12.15686,62.6,29.8254,32.15686,930.1981,177.8,556.75,83.92157,443.8155,0.9952455,69.8,12.69794,8.59375,0.29106,0,0,0.194224,0
290.059,19.21569,11.76471,62.6,29.8254,31.76471,918.3861,177.8,555.75,83.92157,433.6628,0.9952455,69.8,12.99324,8.59375,0.297675,0,0,0.1986382,0
291.516,19.60784,11.76471,62.6,29.8254,32.54902,939.0572,176,557.75,78.03922,453.9681,0.9952455,69.8,12.99324,8.59375,0.276507,0,0,0.1845128,0
292.474,19.60784,14.90196,62.6,29.8254,36.86274,1098.52,176,612,78.03922,533.7389,0.9952455,69.8,15.35565,8.59375,0.267246,0,0,0.178333,0
293.499,27.45098,13.33333,62.6,29.8254,42.35294,1305.23,176,705.5,78.03922,681.6774,0.9952455,69.8,15.06035,8.59375,0.575505,0,0,0.3840339,0
294.614,27.45098,12.94118,62.6,29.8254,41.56863,1269.794,176,702.5,78.03922,642.5172,0.9952455,69.8,14.76505,8.59375,0.470988,1.242742,-1.255294949,0.3142898,3.954129
295.604,25.88235,12.94118,62.6,29.8254,41.17647,1252.076,176,725.75,78.03922,607.7081,0.9952455,69.8,15.06035,8.59375,0.428652,1.242742,0,0.286039,4.34466
296.64,25.4902,13.33333,62.6,29.8254,40.78431,1266.841,176,709.75,78.03922,603.357,0.9956115,69.8,14.76505,8.59375,0.439236,1.864114,-0.602688652,0.2931017,6.359954
297.671,25.09804,12.94118,62.6,29.8254,38.43137,1175.298,176,709,78.03922,593.2043,0.995886,69.8,14.46975,8.59375,0.412776,2.485485,-0.658231992,0.2753437,9.026843
298.615,24.31373,12.94118,62.6,29.8254,37.64706,1151.674,176,723.5,78.03922,552.5938,0.9959165,69.8,14.46975,8.59375,0.390285,3.106856,-0.566944343,0.2602693,11.93708
299.711,23.52941,12.54902,62.6,29.8254,36.47059,1110.332,176,718,78.03922,533.7389,0.996496,69.8,13.58385,7.8125,0.403515,3.106856,0,0.2690837,11.54606
300.826,20.78431,12.54902,62.6,29.8254,29.41176,944.9632,176,799.5,78.03922,459.7696,0.9965265,69.8,12.69794,7.8125,0.302967,3.728227,-0.537053587,0.2019159,18.46426
301.983,23.52941,14.90196,62.6,29.8254,35.68628,1361.338,176,1030,74.5098,775.9519,0.99613,69.8,23.03348,7.8125,0.538461,3.728227,0,0.3588526,10.3893
303.238,33.72549,21.56863,62.6,29.8254,40.39216,1836.772,176,1521.25,74.5098,964.501,0.9912805,69.8,25.69119,7.8125,1.026648,5.592341,-1.679381982,0.6844729,8.170289
304.348,42.7451,23.92157,62.6,29.8254,47.84314,2270.865,176,1822.25,74.5098,1113.89,0.992775,68,28.3489,7.8125,1.551879,8.077826,-2.213254675,1.039709,7.769311
305.471,69.01961,25.88235,62.6,29.8254,71.37255,2994.352,176,1513.75,74.5098,1425.721,0.994727,68,26.87239,7.8125,2.210733,11.18468,-2.742148279,1.478891,7.562885
306.604,60,25.09804,62.6,29.8254,67.05882,3127.238,176,1713.5,74.5098,1589.614,0.992714,68,26.28179,7.8125,2.264976,14.29154,-2.984495677,1.512204,9.4508
307.645,59.60784,27.05882,62.6,29.8254,65.4902,3384.149,176,1964.25,74.5098,1604.117,0.9926225,68,26.87239,7.8125,2.552067,18.01976,-3.112036728,1.707334,10.55433
308.843,54.90196,27.05882,62.6,29.8254,57.2549,2976.634,176,2249,74.5098,1509.843,0.993812,66.2,27.75829,7.8125,2.733318,21.12662,-2.97307177,1.82876,11.55243
309.888,52.94118,27.45098,62.6,29.8254,59.21569,2867.373,176,1779,74.5098,1396.713,0.99308,66.2,27.16769,7.8125,2.245131,23.6121,-2.562350515,1.500335,15.73789
310.858,52.15686,26.27451,62.6,29.8254,56.86274,2755.158,176,1889,74.5098,1306.79,0.993141,66.2,27.16769,7.8125,2.339064,25.47622,-1.629475524,1.564259,16.28645
312.002,47.05882,22.7451,62.6,29.8254,42.35294,1984.423,176,1776.25,74.5098,1019.615,0.9929275,66.2,26.87239,7.8125,2.284821,27.34033,-1.304485654,1.527889,17.89418
313.431,32.54902,10.98039,62.6,29.8254,30.98039,1281.606,177.8,1388.5,81.17647,523.5862,0.9904875,66.2,25.10059,7.8125,1.292571,27.9617,-0.655453586,0.8645449,32.34269
314.379,49.80392,24.31373,62.6,29.8254,56.86274,2619.32,177.8,1448,81.17647,1345.95,0.9930495,66.2,27.16769,7.8125,1.674918,28.58307,-0.562835145,1.12304,25.45152
315.483,49.41177,23.52941,62.6,29.8254,54.5098,2610.461,177.8,1497.75,81.17647,1227.019,0.9931105,66.2,27.16769,7.8125,1.754298,29.82582,-1.194951923,1.17323,25.42197
316.523,38.43137,16.47059,62.6,29.8254,34.11765,1441.069,177.8,1512.25,81.17647,587.4028,0.991677,66.2,14.17445,7.8125,1.440747,31.06856,-0.8795046,0.9634758,32.24633
317.936,20.39216,14.90196,62.6,29.8254,29.01961,1573.954,177.8,1537.5,81.17647,1068.928,0.9955505,66.2,27.46299,7.8125,0.275184,31.06856,0,0.1842908,168.5844
318.803,43.92157,22.7451,62.6,29.8254,48.23529,2267.912,177.8,1575,81.17647,1103.737,0.992165,66.2,26.28179,7.8125,1.625967,31.68993,-0.563345422,1.084674,29.2161
319.906,36.86274,10.58823,62.6,29.8254,36.07843,1467.646,177.8,1561.25,81.17647,493.1283,0.9911585,66.2,7.087224,8.59375,1.344168,32.3113,-0.609186275,0.8997468,35.91155
320.926,9.803922,12.94118,62.6,29.8254,12.15686,885.903,177.8,1101.75,81.17647,433.6628,0.9956725,66.2,7.382525,8.59375,0.38367,32.3113,0,0.2570783,125.6866
321.903,11.76471,11.37255,62.6,29.8254,14.11765,885.903,177.8,1071.75,81.17647,424.9606,1.000003,66.2,7.677826,7.8125,0.22491,31.68993,0.709326484,0.1500178,211.2411
322.779,19.60784,16.07843,62.6,29.8254,27.84314,1352.479,177.8,1501.25,81.17647,761.4481,0.905179,66.2,25.39589,7.8125,0.900963,31.06856,0.581262862,0.5983511,51.92363
323.848,41.17647,22.7451,62.6,29.8254,47.45098,2326.972,177.8,1534.5,74.5098,1153.05,0.990701,66.2,27.16769,7.8125,1.742391,31.06856,0,1.278386,24.30297
324.831,45.88235,23.52941,62.6,29.8254,51.37255,2433.28,177.8,1589,74.5098,1173.355,0.992226,66.2,26.57709,7.8125,1.663011,31.68993,-0.429122928,1.114816,28.42615
